OBJECTID,CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,altitud,latitud,longitud,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,CORRIENTE,FECHA_SUSPENSION,SUBZONA_HIDROGRAFICA,ENTIDAD
74,26135320,NEVADO SANTA ISABEL  - AUT [26135320],Climática Principal,Automática con Telemetría,Activa,2005-10-16 19:00,4757,4.80261111,-75.38047222,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
75,26055120,UNIVERSIDAD DEL VALLE  - AUT [26055120],Climática Principal,Automática con Telemetría,Activa,2006-11-25 19:00,996,3.378,-76.53388889,Valle del Cauca,Cali,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Ríos Lilí  Melendez y Canaveralejo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
76,26085160,SILOE - AUT [26085160],Climática Principal,Automática con Telemetría,Activa,2005-06-28,1238,3.4255,-76.56061111,Valle del Cauca,Cali,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Yaguara,,Ríos Lilí  Melendez y Canaveralejo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
77,54077210,JUANCHACO - AUT [54077210],Mareográfica,Automática con Telemetría,Activa,2005-06-23,18,3.92514722,-77.34900556,Valle del Cauca,Buenaventura,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,San Juán,Oceano Pacifico,,Ríos Calima y  Bajo San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
78,21185090,NATAIMA - AUT [21185090],Agrometeorológica,Automática con Telemetría,Activa,2005-10-16,393,4.18813889,-74.96047222,Tolima,Espinal,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cuinde,,Río Luisa y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
79,21195170,PAQUILO - AUT [21195170],Climática Principal,Automática con Telemetría,Activa,2005-07-23,2957,3.99361111,-74.39805556,Cundinamarca,Cabrera (Cundinamarca),Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Cuinde,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
80,21167090,HACIENDA EL RUBY - AUT [21167090],Limnigráfica,Convencional,Activa,1991-08-15,450,4.01105556,-74.71902778,Tolima,Cunday,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cunday,,Río Prado,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
81,22075050,PARAMO DE YERBABUENA  - AUT [22075050],Climática Principal,Automática con Telemetría,Activa,2007-09-29 19:00,3394,4.07580556,-75.70083333,Tolima,Roncesvalles,Area Operativa 10 - Tolima,Magdalena Cauca,Saldaña,0,,Rïo Cucuana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
82,35017020,PUENTE LLERAS - AUT [35017020],Limnigráfica,Automática con Telemetría,Activa,1972-03-15,177,4.10301944,-72.93638333,Meta,Puerto López,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Meta,,Directos Rio Metica entre ríos Guayuriba y Yucao,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
83,21167080,LA MORA - AUT [21167080],Limnigráfica,Automática con Telemetría,Activa,1990-10-15,464,3.72519444,-74.82644444,Tolima,Prado,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Negro,,Río Prado,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
84,26095320,EL VINCULO - AUT [26095320],Agrometeorológica,Automática con Telemetría,Activa,2005-06-24,98,3.83480556,-76.30000556,Valle del Cauca,Buga,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Negro,,Ríos Guabas Sabaletas y Sonso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
85,21137010,PURIFICACION - AUT [21137010],Limnigráfica,Automática con Telemetría,Activa,1959-11-15,306,3.84952778,-74.93577778,Tolima,Purificación,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Magdalena,,Río Aipe  Río Chenche y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
86,26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],Climática Principal,Automática con Telemetría,Activa,2006-11-22 19:00,975,3.4545,-76.49972222,Valle del Cauca,Cali,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Ríos Lilí  Melendez y Canaveralejo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
87,26105240,EL PLACER - AUT [26105240],Climática Principal,Automática con Telemetría,Activa,2005-06-30,22,3.87911111,-76.10055556,Valle del Cauca,Buga,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Magdalena,,Ríos Tulua y Morales,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
88,21215190,CAJAMARCA - AUT [21215190],Climática Principal,Automática con Telemetría,Activa,2005-12-10,2530,4.43566667,-75.50036111,Tolima,Cajamarca,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Saldana,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
89,21217180,MONTEZUMA [21217180],Limnigráfica,Automática con Telemetría,Activa,1973-12-15,1450,4.48205556,-75.28605556,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Combeima,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
90,23125170,SAN CAYETANO - AUT [23125170],Climática Principal,Automática con Telemetría,Activa,2004-12-01,2807,5.33333333,-74.01666667,Cundinamarca,San Cayetano (Cundinamarca),Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Medio Magdalena,0,,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
91,21195190,PASCA - AUT [21195190],Agrometeorológica,Automática con Telemetría,Activa,2005-08-26,2256,4.31011111,-74.31175,Cundinamarca,Pasca,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Guatiquia,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
92,21206920,VILLA TERESA - AUT [21206920],Climática Principal,Automática con Telemetría,Activa,2005-07-19,3624,4.35,-74.15,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Guatiquia,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
93,21237010,NARINO - AUT [21237010],Limnigráfica,Convencional,Activa,1977-08-15,277,4.38777778,-74.838375,Cundinamarca,Nariño (Cundinamarca),Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Magdalena,,Río Opía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
94,31095030,PUERTO INIRIDA - AUT [31095030],Agrometeorológica,Automática con Telemetría,Activa,2003-03-26 19:00,100,3.87441667,-67.91905556,Guainía,Inírida,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Inírida,0,,R._Inírida_(mi) _hasta_bocas_Caño_Bocón _y_R._Las Viñas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
95,21195160,SUBIA - AUT [21195160],Climática Principal,Automática con Telemetría,Suspendida,2004-09-27 19:00,275,4.47661111,-74.38388889,Cundinamarca,Silvania,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,2019-05-03 9:58,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
96,22057010,PIEDRAS DE COBRE  - AUT [22057010],Limnigráfica,Automática con Telemetría,Activa,1959-09-14 19:00,3452,3.90838889,-75.10327778,Tolima,Saldaña,Area Operativa 10 - Tolima,Magdalena Cauca,Saldaña,Saldana,,Bajo Saldaña,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
97,53119010,BUENAVENTURA IDEAM  - AUT [53119010],Mareográfica,Automática con Telemetría,Activa,1941-05-14 19:00,40,3.890175,-77.06190833,Valle del Cauca,Buenaventura,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,Tapaje - Dagua - Directos,Pacifico,,Dagua - Buenaventura - Bahia Málaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
98,21137050,ANGOSTURA  - AUT [21137050],Limnigráfica,Automática con Telemetría,Activa,1975-01-15,345,3.44,-75.12,Tolima,Natagaima,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Magdalena,,Directos Magdalena entre ríos Cabrera y Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
99,21235030,UNIVERSIDAD DE CUNDINAMARCA - AUT [21235030],Climática Principal,Automática con Telemetría,Activa,2004-09-29 19:00,309,4.30533333,-74.80811111,Cundinamarca,Girardot,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Seco y otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
100,21215160,CERROS NOROCCIDENTALES  - AUT [21215160],Climática Principal,Automática con Telemetría,Activa,2005-10-17 19:00,1946,4.47036111,-75.24386111,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,0,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
101,21215170,LA MARTINICA - AUT [21215170],Climática Principal,Automática con Telemetría,Suspendida,2005-12-10,1780,4.402,-75.22905556,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Magdalena,2014-08-28,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
102,26127010,EL ALAMBRADO [26127010],Limnigráfica,Automática con Telemetría,Activa,1953-01-15,151,4.41025,-75.87538889,Valle del Cauca,Caicedonia,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,La Vieja,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
103,26105250,ZARAGOZA - AUT [26105250],Agrometeorológica,Automática con Telemetría,Activa,2005-06-30,943,4.68977778,-75.92519444,Valle del Cauca,Cartago,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,La Vieja,,Rios Las Cañas - Los Micos y Obando,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
104,26127040,CARTAGO [26127040],Limnigráfica,Automática con Telemetría,Activa,1945-01-15,937,4.75761111,-75.89925,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,La Vieja,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
105,21255160,HACIENDA PAJONALES [21255160],Agrometeorológica,Automática con Telemetría,Activa,2005-10-18,277,4.76072222,-74.83425,Tolima,Ambalema,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,La Vieja,,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
106,26135300,PNN QUIMBAYA - AUT [26135300],Agrometeorológica,Automática con Telemetría,Activa,2004-07-14,1881,4.76191667,-75.74491667,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,La Vieja,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
107,26115090,LAS BRISAS - AUT [26115090],Climática Principal,Automática con Telemetría,Activa,2005-06-30,1971,4.77558333,-76.14427778,Valle del Cauca,Ansermanuevo,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,San Juán,La Vieja,,Río Sipí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
108,21206990,TIBAITATA - AUT [21206990],Agrometeorológica,Automática con Telemetría,Activa,2004-10-27,2543,4.69141667,-74.209,Cundinamarca,Mosquera (Cundinamarca),Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Meta,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
109,26137220,EL RETEN - AUT [26137220],Limnigráfica,Automática con Telemetría,Activa,1993-11-15,188,4.72819444,-75.60344444,RIsaralda,Santa Rosa De Cabal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Otun,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
110,26125300,CALARCA - AUT [26125300],Climática Principal,Automática con Telemetría,Activa,2004-10-04,2255,4.52830556,-75.59638889,Quindío,Calarcá,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Otun,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
111,35035130,PARAMO CHINGAZA  - AUT [35035130],Climática Principal,Automática con Telemetría,Activa,2004-11-23 19:00,3863,4.71366667,-73.80325,Cundinamarca,Guasca,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,0,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
112,21215180,BATALLON ROOKE  - AUT [21215180],Climática Principal,Automática con Telemetría,Activa,2005-12-09 19:00,1323,4.41838889,-75.24866667,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,0,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
113,21206980,SANTA CRUZ DE SIECHA  - AUT [21206980],Agrometeorológica,Automática con Telemetría,Activa,2005-11-07 19:00,3100,4.78427778,-73.87080556,Cundinamarca,Guasca,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
114,21206940,CIUDAD BOLIVAR [21206940],Climática Principal,Automática con Telemetría,Suspendida,2005-05-19,2687,4.57686111,-74.17677778,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,2018-08-24 10:27,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
115,35025080,PNN CHINGAZA - AUT [35025080],Climática Principal,Automática con Telemetría,Activa,2007-12-06,3205,4.661,-73.82733333,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Otun,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
116,26155280,NEV SANTA ISABEL [26155280],Climática Principal,Automática con Telemetría,Activa,2010-04-23,4685,4.81758333,-75.37405556,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Lagunilla,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
117,35085070,SANTA MARIA - AUT [35085070],Climática Principal,Automática con Telemetría,Activa,2005-03-10,1300,4.84125,-73.25669444,Boyacá,Santa María (Boyacá),Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Lagunilla,,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
118,26135310,SANTA ROSA - AUT [26135310],Climática Principal,Automática con Telemetría,Suspendida,2005-10-23,1898,4.84686111,-75.63563889,RIsaralda,Santa Rosa De Cabal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Lagunilla,2016-01-06,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
119,26155240,PNN NEVADOS - AUT [26155240],Climática Principal,Automática con Telemetría,Activa,2007-08-24,3641,4.85944444,-75.38241667,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Lagunilla,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
120,21255170,MURILLO - AUT [21255170],Climática Principal,Automática con Telemetría,Activa,2005-10-21,323,4.87055556,-75.17327778,Tolima,Murillo,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Lagunilla,,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
121,26177030,LA VIRGINIA - AUT [26177030],Limnigráfica,Automática con Telemetría,Activa,1946-10-15,922,4.8925,-75.88269444,RIsaralda,La Virginia,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Cauca,,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
122,35225030,MODULOS - AUT [35225030],Climática Ordinaria,Automática con Telemetría,Activa,2016-12-15,130,4.91047222,-71.43305556,Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,0,,Caño Guanápalo y otros directos al Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
123,26135290,MARSELLA - AUT [26135290],Agrometeorológica,Automática con Telemetría,Activa,2005-06-19,1659,4.92958333,-75.73838889,RIsaralda,Marsella,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Cauca,,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
124,26125290,ARMENIA - AUT [26125290],Climática Principal,Automática con Telemetría,En Mantenimiento,2004-09-28 19:00,1485,4.53158333,-75.69069444,Quindío,Armenia (Quindío),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
125,21206960,IDEAM BOGOTA  - AUT [21206960],Climática Principal,Automática con Telemetría,Activa,2005-04-10 19:00,2646,4.6,-74.06666667,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
126,21205012,UNIVERSIDAD NACIONAL  - AUT [21205012],Climática Principal,Automática con Telemetría,Activa,2004-08-18 19:00,2556,4.63808333,-74.08908333,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
127,21209920,SANTA ROSITA - AUT [21209920],Limnigráfica,Automática con Telemetría,Activa,2005-05-19,2618,5.19225,-73.77905556,Cundinamarca,Suesca,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Bogota,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
128,24015110,LA BOYERA - AUT [24015110],Climática Ordinaria,Automática con Telemetría,Activa,1960-03-15,2610,5.30380556,-73.85175,Cundinamarca,Ubaté,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Sogamoso,Bogota,,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
129,35215020,AEROPUERTO YOPAL - AUT [35215020],Climática Principal,Automática con Telemetría,Activa,2005-11-17,325,5.32044444,-72.3875,Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Bogota,,Río Cravo Sur,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
130,35075080,PARAMO RABANAL - AUT [35075080],Climática Principal,Automática con Telemetría,Activa,2005-03-13,3398,5.39238889,-73.56277778,Boyacá,Ventaquemada,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Bogota,,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
131,35237030,TRINIDAD PAUTO - AUT [35237030],Limnigráfica,Automática con Telemetría,Activa,2016-12-15,178,5.41438889,-71.66836111,Casanare,Trinidad,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Bogota,,Río Pauto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
132,23017040,ESPERANZA LA [23017040],Limnigráfica,Automática con Telemetría,Activa,1988-09-15,550,5.20616667,-74.91372222,Tolima,Mariquita,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,Guali,,Río Gualí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
133,26145090,SANTA EMILIA - AUT [26145090],Climática Principal,Automática con Telemetría,Activa,2005-10-21,1748,5.20747222,-75.90294444,RIsaralda,Belén De Umbría,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Guali,,Río Risaralda,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
134,35075070,CHINAVITA - AUT [35075070],Agrometeorológica,Automática con Telemetría,Activa,2005-03-06,212,5.21925,-73.35038889,Boyacá,Chinavita,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Guali,,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
135,54017040,TADO - AUT [54017040],Limnigráfica,Automática con Telemetría,Activa,1973-08-15,95,5.26511111,-76.56275,Chocó,Tadó,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,San Juán,San Juan,,Río San Juan Alto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
136,35085060,ZETAQUIRA - AUT [35085060],Climática Principal,Automática con Telemetría,Activa,2004-12-12,1436,5.29494444,-73.16994444,Boyacá,Zetaquirá,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,San Juan,,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
137,23065180,VILLETA - AUT [23065180],Climática Principal,Automática con Telemetría,Activa,2004-12-10,878,5.01686111,-74.47097222,Cundinamarca,Villeta,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Medio Magdalena,San Juan,,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
138,26155220,VILLAMARIA - AUT [26155220],Climática Principal,Automática con Telemetría,Activa,2004-06-14,1906,5.04866667,-75.51388889,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,San Juan,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
139,26155210,TORRE 4 - AUT [26155210],Climática Principal,Automática con Telemetría,Suspendida,2004-07-14,3787,5.06077778,-75.35611111,Caldas,Manizales,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Medio Magdalena,San Juan,2010-09-29,Río Guarinó,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
140,26155230,EMAS - AUT [26155230],Climática Principal,Automática con Telemetría,Activa,2004-06-10,2211,5.08525,-75.50713889,Caldas,Manizales,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,San Juan,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
141,21206790,HACIENDA SANTA ANA - AUT [21206790],Climática Principal,Automática con Telemetría,Activa,2004-06-10,2572,5.0905,-73.88125,Cundinamarca,Nemocón,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,San Juan,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
142,35085080,LA CAPILLA - AUT [35085080],Climática Principal,Automática con Telemetría,Activa,2005-03-08,1917,5.09919444,-73.436,Boyacá,La Capilla,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,San Juan,,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
143,26145080,PARAMO TATAMA [26145080],Climática Principal,Automática con Telemetría,Suspendida,2005-12-14,3814,5.12386111,-76.061,RIsaralda,Santuario (Risaralda),Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,San Juán,San Juan,2010-09-29,Río Tamaná y otros Directos San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
144,23065190,QUEBRADA NEGRA - AUT [23065190],Climática Principal,Automática con Telemetría,Activa,2005-10-06,1107,5.13761111,-74.48125,Cundinamarca,Quebradanegra,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Medio Magdalena,Negro,,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
145,23035030,BASE PALANQUERO  - AUT [23035030],Climática Principal,Automática con Telemetría,Activa,2005-11-02 19:00,170,5.49286111,-74.658,Cundinamarca,Puerto Salgar,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,0,,Directos al Magdalena entre Ríos Seco y Negro (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
